Unnamed: 0,C_norm,Db_norm,D_norm,Eb_norm,E_norm,F_norm,Gb_norm,G_norm,Ab_norm,A_norm,Bb_norm,B_norm
Dmin7_fandango_Kalimba.ogg,0.244989204994242,0.06209934266944184,0.07123083949665517,0.05195054217497668,0.10543431445266163,0.16149861317226316,0.03907215953064194,0.01923673538874401,0.19487170183422137,1.0,0.3175162730460029,0.09123181772577732
Cdim_ruchenitza_2_Choir.ogg,0.3995761798374556,0.2792008694971319,0.12974902767931973,0.25558070551314693,0.21138411345455874,0.27171203841320635,0.38862618294480883,0.3320131251441759,0.23158471856332838,1.0,0.5267873601296029,0.31267443750761476
Db7_ngbaka-maibo_Accordion.ogg,0.3210664146083976,0.6949120597958622,0.15904120987035852,0.27249610135281044,0.1856612236298094,0.5919545828456257,0.16874359728791588,0.13911523487606636,1.0,0.21470360773175207,0.15755821021206984,0.5028745049181812
Ebmin7_aka_upper_sangha_Banjo.ogg,0.028100812143000562,0.09380539753459498,0.05090107757948696,0.17510680316976673,0.06765056188466906,0.35304832660966395,1.0,0.28268102022621955,0.16791645639684008,0.06082335259176552,0.15291704326563588,0.034455417037307576
Ebmin7_aka_Bassoon.ogg,0.033378286103341974,0.12202816118546357,0.04160363772164679,0.09858992674400723,0.01613959723196572,0.012003098774072019,0.08931028866045486,0.20266724344236328,0.015828209974451966,0.14101426246251206,1.0,0.13671104685536112
Emaj7_al-saghil-al-sani_Choir.ogg,0.13941682196275243,0.0727291323156198,0.12948161859057689,0.23395318137520485,0.12685046957846127,0.021547549956136895,0.032503864230684715,0.14546853010787136,0.3739562509540016,0.14149584097233522,0.3090460990350116,1.0
Abmeio_dim_aka_Bassoon.ogg,1.0,0.07735602502915351,0.15233183004387188,0.07717659303858372,0.009202863460251724,0.026578002442217936,0.18478636016227817,0.18366010406594746,0.6474403256178257,0.07062982965129735,0.04206726187480032,0.7753530696105825
Db7_aksak_Bassoon.ogg,0.09531028405622723,0.11262839112835611,0.039215558368176924,0.06748427679630836,0.04662320681489936,0.18130640635835715,0.03325162311129763,0.030876790910879963,0.19196464769441024,0.04583086833080996,0.2528699755263532,1.0
Ameio_dim_ruchenitza_2_Organ.ogg,0.2577802004225704,0.04985790661310517,0.02180782768810376,0.07988114976693146,0.3798780819465487,0.07437187079020452,0.011406249834974697,0.09864008753734192,0.11583859555017852,1.0,0.266952669818958,0.0485055366319207
Gb7_bossa-nova_Bagpipes.ogg,0.12257974877348311,0.6840024299360025,0.25132602152745714,0.09595316065234936,0.25563951789699463,0.8810801216373579,1.0,0.2094077828059573,0.3214199947085127,0.11055203908672734,0.3237348704301249,0.16746431438599763
Dbmaj7_ngbaka-maibo_Harp.ogg,0.7363790947165761,0.4887691878184772,0.08260104746441929,0.01870806585656613,0.15345115516147778,1.0,0.23713943389740044,0.15840411125189566,0.8209755557433212,0.19304324112069182,0.02725249785261675,0.14269077315344
Cmaj7_mpre_Clarinet.ogg,0.25326049728544875,0.19532017537941965,0.4644777797036048,0.22328377672906694,0.5795458484646258,0.31823064292986797,1.0,0.6704845611518706,0.17143784554613284,0.24593499710952962,0.5500314474873665,0.7291376538513831
Emaj7_aka_Kalimba.ogg,0.17041770634099074,0.03001340715554855,0.08246811258046288,0.4105866651862043,0.10065110397720904,0.032985259320366236,0.0446064249677512,0.19675327103089899,1.0,0.31066093272192813,0.17306481178050556,0.7433912811347325
Emeio_dim_mpre_Kalimba.ogg,0.03252731045551184,0.05819302205721623,0.27248759709532666,0.05395759520162222,0.025764345026074963,0.023656802023083713,0.16617802669693538,0.7245421375024245,0.23997654499496207,0.20137197598175396,1.0,0.18758963582143942
B7_Nawakhat_Banjo.ogg,0.1136401253036761,0.37073757486107434,0.28340835242117746,1.0,0.4178520533883968,0.20956892503770488,0.6324319728474058,0.14785929418336072,0.06566905708353515,0.2540987775340101,0.7624249177989001,0.44065729590527464
Bbmin7_ngbaka-maibo_Harp.ogg,0.19709440785357202,1.0,0.16172479877400045,0.01661581206702493,0.04179026301861193,0.23951649706392467,0.0403940527145538,0.03480682465823868,0.19992268233156837,0.07029502095360766,0.21984893478346268,0.06271765247225591
D7_al-saghil-al-sani_Guitar.ogg,0.2779416183208676,0.41951013161143874,1.0,0.14373209565438824,0.03354919611365337,0.029606045745256097,0.13168444971684357,0.028970902724937245,0.08502651242600881,0.5602764004991977,0.10474897483688954,0.048531692466609815
F7_venda_clapping_Contrabass.ogg,0.04654156872711144,0.020606066084392173,0.006967904935839175,0.010299268286847383,0.15985982284532724,1.0,0.13346277701314288,0.013257769285593123,0.03507684146046319,0.1375029466220094,0.018481511116337623,0.009588967869243754
Ebmaj7_venda_clapping_Contrabass.ogg,0.006677407261979894,0.009751484402422666,0.16750412237036996,1.0,0.13525579459980122,0.02080956594188597,0.04208624345048447,0.14830713406001392,0.018223828398618344,0.016852060863347847,0.07014568243540599,0.024749579236874313
Gdim_aka_upper_sangha_Piccolo.ogg,0.05545830981615048,0.4734777955439629,0.0956026293459881,0.06764213897555975,0.5811746867778076,0.10341290177852164,0.12255899901043592,1.0,0.16444439877247294,0.1097983569398836,0.8299639065774246,0.13210119125066772
Bbdim_aksak_Saxophone.ogg,0.2548543387527755,0.940572797374559,1.0,0.18463765715934088,0.6556700872359371,0.5707154404182492,0.10056216458520839,0.45975975763005905,0.5472708974444465,0.18695868975520225,0.8944366505143195,0.19941904877866373
Amaj7_ruchenitza_2_Contrabass.ogg,0.029942114163650387,0.08002164006408355,0.01877917284756423,0.025458458434700054,0.08083542989378746,0.05877615854743962,0.020281921616329437,0.04784668901679226,0.24409792915207976,1.0,0.15105869578116657,0.05232157479380526
G7_bendir_Choir.ogg,0.14916829057334274,0.1745555180359452,0.3929185374361275,0.04753396354973387,0.09563592347949659,0.37503574431805775,0.1947378181208978,0.5595242612328661,0.0964737554565066,0.07883669458874656,0.40358145525072814,1.0
Gmin7_ngbaka-maibo_Choir.ogg,0.09561111566421127,0.18231368869121498,0.42480545126963754,0.05239849900005951,0.08893176754358934,0.31726064256537334,0.2690738017981927,1.0,0.17301321600414854,0.16607201112367384,0.8335882774245104,0.7546541465120036
Amin7_aka_upper_sangha_Clarinet.ogg,0.2599344211235077,0.2117316135665726,0.36576840106427444,0.15160847541785888,0.458529643198104,0.09902144904972839,0.3097670100317448,1.0,0.17983916024866511,0.18002740414648086,0.16789210460972007,0.8685892283676087
Gbmaj7_aka_upper_sangha_Bagpipes.ogg,0.20858100222280745,0.486976924733603,0.24464428225484422,0.05452555566853986,0.16974703211502615,1.0,0.6051314327977306,0.12538980774324585,0.27039530097018605,0.09638341890942093,0.27460333940973064,0.06579152668197287
Bbmin7_york-samai_Saxophone.ogg,0.28129906705399715,0.832935506011996,0.7593301479291901,0.0712113176964198,0.2135882777671054,1.0,0.1288523449510393,0.33894992236914984,0.9382774868496346,0.27526577164861227,0.8509163090008474,0.13823087521840843
Db7_al-saghil-al-sani_Banjo.ogg,0.052794818132934976,0.06827531963947961,0.01708901273984199,0.03012381302706586,0.182604764574039,1.0,0.33711897207334046,0.12410394166131758,0.5246174558247209,0.13196415666751243,0.017242862919636965,0.06308313138090933
Ebmin7_venda_clapping_Mandolin.ogg,0.017045815938613526,0.06377278201338828,0.2542940191354188,1.0,0.10866988418933309,0.05061326316548123,0.19229350300918643,0.07521107606119738,0.01697930462645945,0.10659798803765086,0.5471303458975714,0.07619341113716713
Ebdim_ngbaka-maibo_Clarinet.ogg,0.5319830557411108,0.9273839844867949,0.23405574292972361,0.3850621661437948,0.5801558168943902,0.2957101719091322,0.5011460846056777,1.0,0.3208041461019245,0.7417416864086347,0.7294297682437808,0.17662583281423103
Amaj7_bendir_Banjo.ogg,0.25880449321650784,0.688942390501938,0.19677444057637267,0.3244529794008996,0.637237767741218,0.1376096017796208,0.04614572252593386,0.13494813658666674,1.0,0.39188456243488246,0.1246000081383482,0.5621374483508148
Dbmin7_bendir_Flute.ogg,0.18581821041529026,1.0,0.20049144930886545,0.13885799579071612,0.34777979588623237,0.0777785139292993,0.0361882473873889,0.08314536860056608,0.5907642636830371,0.09173983261381126,0.12750840964929366,0.6636835451067518
Ebmaj7_venda_Marimba.ogg,0.004256180187883413,0.06172578165260202,0.42961578747845386,0.35089882367401093,0.08035171312868851,0.011823449664442782,0.15283301943744065,1.0,0.17773815035806592,0.12084360456965947,0.756966588412762,0.1134230862305048
Emaj7_aka_Mandolin.ogg,0.08767496010204989,0.010064892522720368,0.032942723851194414,0.36793168516795927,1.0,0.10806844256739133,0.022074161421520556,0.051921876449598205,0.2267808907187203,0.039297034036144825,0.13564971862260322,0.6608759822670922
Bbdim_ngbaka-maibo_Banjo.ogg,0.19512815867987,0.6004320695927029,0.5429717443210673,0.2438724384549951,0.3947132399808095,0.3553558396801303,0.12594282777768823,0.30822399609175516,1.0,0.26903737409990214,0.28851567017075663,0.44982912270291864
Abdim_bossa-nova_Clarinet.ogg,0.2762618224262849,0.09193115499624928,0.11956249101180914,0.19700017805178088,0.07133219174024528,0.3583747818240655,1.0,0.16553141445400008,0.16093348265913704,0.19760742104169857,0.1495745426607393,0.1642359736122478
Dmaj7_venda_Piccolo.ogg,0.0475930585322173,0.49973065270687417,1.0,0.1524729223210067,0.0025739661360984017,0.08444279308811163,0.6086429428866096,0.0920581409409983,0.05668584662278985,0.4374522418112176,0.07015027020909503,0.0014124696113658722
Edim_agogo-samba_Saxophone.ogg,0.13154179477369649,0.5407349265300241,0.4647119844294028,0.12550967730805404,0.5094722087907452,0.1816586333835886,0.28124951994153713,1.0,0.5830103682874416,0.107684428403075,0.3674955737085726,0.36563252015392106
Bb7_Nawakhat_Accordion.ogg,0.15569863805673992,0.13473437098207408,0.47984970064896004,0.10927762707555619,0.12650713774013833,1.0,0.19627107187060866,0.12169329273257329,0.38569918573939793,0.22457542878866069,0.6882164465294786,0.13242760191729933
Abmin7_agogo-samba_Choir.ogg,0.9803197325836214,0.08473493598454795,0.1542002031177209,0.3888035582483753,0.05171604301235084,0.08427799932338001,0.2401364579184956,0.16406871227492287,0.5820201958553622,0.1210514080808888,0.15774388231905465,1.0
Bmin7_al-saghil-al-sani_Guitar.ogg,0.16659541428736238,0.04804422693583871,0.2336861275534773,0.03996359155038711,0.0064740592755990565,0.02454473474715043,0.1471298401348577,0.023059124791006733,0.010821794998912346,0.04699433888678118,0.1694228284645244,1.0
Ddim_samba_Accordion.ogg,0.6965928014339966,0.17678674161076094,1.0,0.35043046578357573,0.2198369615907677,0.42519029892592203,0.6639070848210414,0.10349804032405684,0.32432211384142784,0.9677937141286255,0.23506620804024156,0.4811172215223453
Gdim_ngbaka-maibo_Contrabass.ogg,0.004900536197484007,0.018645327861628612,0.0723744364098941,0.011276123923725092,0.012189239314970783,0.026875224867065128,0.14519877643262413,1.0,0.1503480324767361,0.0073563134258288546,0.015634162651947184,0.014169329258165065
Amaj7_bendir_Kalimba.ogg,0.21027088434548358,1.0,0.21100933534142735,0.1752033265949598,0.8508462644482448,0.17239115896670165,0.021759413353458296,0.05958279425296827,0.3087132421619235,0.1195138024490864,0.08786817000639661,0.08377841532701134
Emeio_dim_mpre_Choir.ogg,0.08306868899190215,0.1625129650422066,0.22655690719713634,0.08201359325764312,0.1631586001646466,0.031523982492051274,0.06931588731614449,0.29494908425253014,0.29123999388339605,0.20344051132300336,1.0,0.8024833116872696
Eb7_mpre_Mandolin.ogg,0.02333893090699809,0.11731023772129856,0.2834140807617117,1.0,0.11004143603735528,0.026751690168965662,0.0699730718349368,0.30532790193930454,0.06443788103129416,0.17380323104601222,0.9126064729597806,0.12527216936870136
Gbmeio_dim_cinquillo_Organ.ogg,0.2220656654450704,0.2271619341633156,0.038931227983812045,0.023536643778287455,0.2141459296276429,0.1576592613442722,1.0,0.20917485672474895,0.024150201848783984,0.14931753989826446,0.03754895227312707,0.059721580236977885
Bmaj7_aka_Oboe.ogg,0.11291410597763066,0.011764967817456643,0.2591166872500055,1.0,0.07860822728300881,0.10176343211983893,0.650793933895987,0.0827317349511774,0.005417517081467074,0.03561561715299974,0.2940294558076988,0.8596652137438167
Abmaj7_bendir_Mandolin.ogg,0.5078443681053671,0.09578859050739891,0.2044152861803554,1.0,0.14148906793058072,0.031169431238679917,0.10144280136258534,0.5460503741926567,0.9752762748321964,0.1328603925927419,0.06354696916905907,0.08794345933120441
Abdim_aka_Flute.ogg,0.07276903462190128,0.033124929214655666,0.25406591531264505,0.2141327644014227,0.08444826989066892,0.3478991474543819,0.09374833465123708,0.11621247760667448,1.0,0.24871888153046462,0.10735678180329689,0.5032171842737477
Amaj7_pictures_at_an_exhibition_Piccolo.ogg,0.06554709732102727,0.5694665547259606,0.09769539405312938,0.049476837037247694,0.44080115089553595,0.07736578069523586,0.0008765754684448459,0.045714641692884736,0.38749081929592344,1.0,0.1598286005824956,0.0021823177900716093
Ebdim_york-samai_Organ.ogg,0.36714317018204035,0.16496547588183633,0.11773310365853307,1.0,0.30590059063358715,0.0924040101329835,0.45140538920668943,0.16910583667124937,0.05709108104452473,0.444419331081046,0.6707601729692027,0.19203265734879485
Gmeio_dim_bendir_Contrabass.ogg,0.013177645600354978,0.025299573950235896,0.07920727111772592,0.012004541021978487,0.007674378314207726,0.03751661215783341,0.14986316443148773,1.0,0.1530985146647524,0.013981028011131791,0.01721523033332505,0.01179281025260714
Dbdim_ruchenitza_2_Contrabass.ogg,0.16048029597198088,1.0,0.17146782326041737,0.010800505009718636,0.03176988291692248,0.055870837111328196,0.03184152244906456,0.07142525628510031,0.2560869499591259,0.04452635617402664,0.0193024441494662,0.061589041225972016
Fmeio_dim_outside_now_Marimba.ogg,0.08262765572888545,0.003619182553231975,0.02319908649277189,0.1411982514866,0.08548370844239768,0.42763599152361426,0.10817213604643114,0.14917832938762735,1.0,0.1732860473646138,0.08684986446766965,0.5240228395761742
E7_mpre_Organ.ogg,0.09970290018901302,0.007467522682123006,0.053638719305297324,0.17210520171335797,1.0,0.16928405490656293,0.04462058636416617,0.026685651358123893,0.20612981752803472,0.1431404632558444,0.07397108068988603,0.502013813576889
Dbmeio_dim_Nawakhat_Bassoon.ogg,0.09194755403589303,0.11701989468208271,0.04367717033574016,0.08061017775801362,0.10055573747832733,0.12323075347816435,0.036162894520679306,0.11587653640586405,0.06814006878173623,0.02742556859574471,0.2573401447677898,1.0
Cmaj7_al-saghil-al-sani_Oboe.ogg,0.9617584415557338,0.16239140837332272,0.11643229918693762,0.21443327324935477,1.0,0.13176809182805765,0.22415478452995669,0.31125839620605644,0.1399093840471303,0.011057211311078284,0.03795009120323988,0.3561866863772697
E7_fandango_Banjo.ogg,0.050962612780547936,0.02695722175543618,0.0574468122046998,0.05049424631391825,0.09540704949319787,0.04060821768069167,0.1979048450590636,0.22061219773291904,1.0,0.29054957240206103,0.0576918243520992,0.18750283167405044
Amin7_mpre_Mandolin.ogg,0.19436238427913147,0.072437072985261,0.022862904745881815,0.15729361488189414,0.9182125927151099,0.12991010370237682,0.04281528090116624,0.23487060315803182,0.214705566960643,1.0,0.13423748669094665,0.04938532903023675
Abdim_Nawakhat_Kalimba.ogg,0.1929244325599347,0.16718684889126031,0.7958182725086758,0.17356739665560686,0.11140892287253075,0.39773647323164263,0.08625699331076422,0.15133417152325157,0.7237968264542343,0.2637311606870279,0.2762428869281051,1.0
A7_aka_upper_sangha_Clarinet.ogg,0.21138733217554864,0.4799354051436891,0.5203504702830847,0.22422907059119113,0.7769138000782979,0.32272500630883694,0.4224457860201345,1.0,0.542494287878371,0.6791719850823941,0.21320815271036192,0.5622613408077737
Ebdim_samba_Organ.ogg,0.2902737563611739,0.11250411938717152,0.09807106674017498,1.0,0.28067540592310414,0.06085254729904524,0.2706332554183316,0.12480875264560161,0.035679245235539385,0.2509695717771215,0.6586211739433128,0.1987366737131502
Db7_venda_clapping_Saxophone.ogg,0.19510975960500795,0.4146993558835586,0.10456103613633251,0.17075019877484937,0.3397755423785957,1.0,0.10950693475281911,0.09082438614838789,0.4496655072941398,0.07231939542117775,0.2429772959442854,0.43376847291885384
D7_Nawakhat_Marimba.ogg,0.7499479448412425,0.16350170490277263,0.3306328528360308,0.08520059669366396,0.01372749744915527,0.1673000483685098,1.0,0.1621473278203128,0.12035302766349436,0.7708504738175327,0.12417638477875523,0.1153352611790025
Gb7_fandango_Harp.ogg,0.048627088182035386,0.26352027445012255,0.04188366636015722,0.0065232607145405035,0.03167043356099877,0.027108406849817423,0.14481963470635467,0.030035403635651246,0.013908569972390436,0.18502004761469057,1.0,0.1431492801112261
Fmeio_dim_Nawakhat_Contrabass.ogg,0.06033267982096322,0.013944443866830294,0.012176864322816415,0.0385783942204661,0.14915226997661896,1.0,0.15011948557085167,0.011237461007268674,0.045123661133755266,0.13752872784256734,0.021487282060866423,0.022505897622291767
Amaj7_venda_clapping_Choir.ogg,0.5827896442492487,1.0,0.09575903954249587,0.10785445852707233,0.3825899281455243,0.06386347881066816,0.04143922185920967,0.07778215555042373,0.22251538790481684,0.547896971784707,0.0966972121846912,0.08198258279230818
Dmin7_Nawakhat_Choir.ogg,1.0,0.3029961545568249,0.2757240182662763,0.06784105369327101,0.12565187935013303,0.36667296856194354,0.17832472245919656,0.19094024862556436,0.2808730797355198,0.6649814888554035,0.2942354436749564,0.8505250346943555
C7_venda_clapping_Flute.ogg,1.0,0.19582176075052599,0.07500817355354468,0.08394028242311777,0.5092285444590062,0.08968592842546545,0.06854094328758854,0.5256075875990197,0.09694809739495856,0.07009836578908601,0.33919281504935134,0.1690079519071879
Ebmin7_aksak_Bassoon.ogg,0.030730303217133242,0.07965203599263308,0.03370384878543754,0.10189819497102887,0.01655056855547861,0.015476916296742844,0.11643380356422227,0.21622659847779047,0.01611557462330877,0.1413301958312782,1.0,0.13591449652994017
Ebmaj7_bendir_Accordion.ogg,0.1307259633686692,0.3489600685539669,0.35326315745976355,0.5502816900680942,0.12448352085983783,0.2185724070283312,0.15131685651755972,0.5235769447513499,0.0818995213309139,0.18284506968775197,1.0,0.18967124364602558
Gbmeio_dim_venda_Piccolo.ogg,0.5609624710853621,0.09707469468456763,0.0021468514051439483,0.037449580051381756,0.3343020692010486,0.17611815776260684,1.0,0.1657916434004749,0.10418433132451045,0.8178585345842168,0.13312930569752066,0.06914378783520629
Gb7_outside_now_Kalimba.ogg,0.10924781118334764,0.46350166173656604,0.11307050658654848,0.04881932343191272,0.17776124006104715,0.04533660582751553,0.06595916880539718,0.07720778143508579,0.08261409906823838,0.20012275431251247,1.0,0.18343740536010125
Bbmeio_dim_york-samai_Contrabass.ogg,0.05112488753109683,0.06333911916787709,0.07041188958907081,0.04742614725038661,0.0644241980709577,0.1201058922386574,0.019277282979362483,0.03258708336669812,0.14805077200209346,0.16271305529567623,1.0,0.20136237303219542
Bmaj7_Nawakhat_Bassoon.ogg,0.053958918043076516,0.028594611972184953,0.033379377034274356,0.23672643945410485,0.04487357158577608,0.15335596084237788,1.0,0.14641037649253205,0.0059326781445971965,0.018370140763518877,0.1579805035584209,0.4360513563646306
Gbmeio_dim_Nawakhat_Marimba.ogg,0.9606442797135436,0.14264336398359803,0.004344467728765701,0.0858441383735158,0.5651648871921068,0.15297452886864074,0.43745701703181644,0.10140742947403769,0.15301611162233006,1.0,0.1626294883229758,0.15004797723877453
Fmeio_dim_cinquillo_Harp.ogg,0.2897519086723214,0.03743203916439928,0.0858270881131528,0.421254472163047,0.10040151950013837,0.24123501795317498,0.05528037560245229,0.0768531988467078,0.5227124351501897,0.16257920613262203,0.1966822612401352,1.0
Ddim_Nawakhat_Flute.ogg,0.1474371830644174,0.11774122876657814,1.0,0.2820388949735716,0.06906770367527598,0.4477886551334715,0.23861310374147554,0.08407364890952801,0.46099211633823267,0.17331944704385394,0.12073748456588886,0.5635770517148483
Dmin7_ruchenitza_2_Flute.ogg,0.2100623873279728,0.13742520997654017,1.0,0.18909963361509258,0.0910802049952805,0.45294877598944067,0.21638224436418893,0.052401772525737265,0.10417980644139735,0.5579361735655842,0.0671743077088474,0.03855160353239632
C7_pictures_at_an_exhibition_Bagpipes.ogg,0.8205707753220404,0.22729060697344702,0.5103541877330418,0.13328057484321026,0.2716866594350833,0.3644249003401708,0.20030077414423567,1.0,0.3220325132929624,0.13447311432835174,0.2245641019455156,0.35085788506882015
B7_venda_Contrabass.ogg,0.1455443982206638,0.04230627509712373,0.014679839443453338,0.04761987557522255,0.01713632864140695,0.012754990435855311,0.06768331986147376,0.038881791770666,0.01239834943035007,0.03533685496748866,0.20248615642384213,1.0
Amin7_ruchenitza_2_Kalimba.ogg,1.0,0.20000796549546726,0.03880694113095949,0.1157356273840901,0.5389703733110478,0.12439489542160989,0.050989508377021195,0.22731111136180485,0.08237213917394857,0.10844979550254219,0.0821108207838728,0.24288862410853748
Bbmeio_dim_agsag-samai_Accordion.ogg,0.1833269351805103,0.4058147658561466,0.357560694229288,0.12493701018994463,0.301383072603894,1.0,0.1886867231750375,0.1577774793349267,0.5956036424291822,0.17831649225350535,0.7857102547356921,0.21010477982671838
Emin7_mpre_Organ.ogg,0.09796778225074337,0.009960778451513377,0.07927996743461807,0.14056435879204618,1.0,0.16993315367146336,0.07208670226242754,0.30576040386342324,0.06994195586769607,0.06607407826978104,0.0681862623495475,0.5195472678421954
Ab7_venda_Bagpipes.ogg,0.3471786172399262,0.1988164801884375,0.12810990781778228,0.7273434421272658,0.25939204116458303,0.07539911764606688,0.24715481003659115,1.0,0.8490851608655238,0.17412339248410136,0.332872265144274,0.11726157794973886
Abmeio_dim_bendir_Marimba.ogg,0.13819161282560327,0.15705279237313127,0.9971438928955522,0.14464211876009422,0.0043205449067449464,0.1515472861217744,1.0,0.24837010128415407,0.7327850036455268,0.1502696556483077,0.13788408032645347,0.8691290390993729
Fdim_cinquillo_Clarinet.ogg,0.5364059003971509,0.11434607671182202,0.29840505589544875,0.5754394080433554,0.11029431386195256,0.3563937953423142,1.0,0.2477543862462389,0.28651320744231357,0.37742469089664743,0.1480807692004023,0.33400547255219515
Dbmeio_dim_bendir_Bassoon.ogg,0.10921986921182676,0.16930269813043625,0.048672187615180725,0.07179946531658397,0.08749918791977203,0.1094648562691451,0.03024940085618557,0.08756098763320157,0.05910011390343378,0.02495971225100151,0.2428434919808914,1.0
G7_cinquillo_Accordion.ogg,0.09522666813414739,0.12632905237933856,1.0,0.19063157152449897,0.12776623623572753,0.35964877593163225,0.21452044604597645,0.6293191320493078,0.13532012831234405,0.16274435082572353,0.13189361346176998,0.4857993675198203
Bb7_mpre_Kalimba.ogg,0.07174609581393337,0.20242999377592005,1.0,0.19600372558294518,0.15023098159029644,0.7428436108720319,0.1507458563386992,0.06058255839814429,0.29797550584051824,0.06949304895878887,0.06597447612097079,0.07672562930683301
Cmaj7_venda_Bassoon.ogg,0.19819048568662875,0.06523672266609255,0.17152653140775295,0.09354381153926161,0.2230251766469419,0.03848466125688335,0.03646845276934187,0.20251687098591686,0.05830125566853772,0.25705535001818364,1.0,0.17054201621523957
Ebmin7_outside_now_Kalimba.ogg,0.033220017129229756,0.11891192168497322,0.028245595603641555,0.028119945043067297,0.028353989671655106,0.21565147568942108,1.0,0.28313435381589297,0.033340610280794214,0.08254044603086204,0.3847987943235004,0.08465457173100362
Ebdim_venda_clapping_Kalimba.ogg,0.20493489020605735,0.04156273541050989,0.00942306379430321,0.02681601628840477,0.028049746320575736,0.2157075651581305,1.0,0.27198571889708695,0.17978244823431644,0.907020824122535,0.2727478481948738,0.07420455185756904
Gbdim_samba_Piccolo.ogg,0.47759304862883917,0.09388407449981932,0.07077973549563453,0.5891775516857444,0.10237035649918083,0.11519421378369242,1.0,0.16998857632335848,0.07566774266570253,0.5929797032325846,0.10341033222292789,0.059205648365094385
Cmin7_al-saghil-al-sani_Bagpipes.ogg,0.7507524545524621,0.24376330650968048,0.6868717221095856,0.2295178532054833,0.22222321190088215,0.3946548688007276,0.22087030249957723,1.0,0.26273326165819055,0.1639998374686216,0.4471605334972988,0.23846542593080586
Cmaj7_Nawakhat_Flute.ogg,1.0,0.19142045299891072,0.13216450959013576,0.10961989711153235,0.6600803119625177,0.11242740056400177,0.11623855960253847,0.6302099419820795,0.10875757578870117,0.02222492684205742,0.15539035886679914,0.6412951806146089
D7_venda_clapping_Harp.ogg,0.2778637381767282,0.056334457214742804,0.10111109409006211,0.03273288993910812,0.011871010845443297,0.06112287768026152,0.418214852066987,0.11294636265514583,0.16914282940528536,1.0,0.154234746761243,0.05592402025201324
Ebmeio_dim_agsag-samai_Choir.ogg,1.0,0.9178110604550156,0.34138307983109845,0.37104136971544727,0.0900005434807323,0.15310469605247934,0.4641762196326588,0.2355026277814466,0.2938971061182604,0.5353746271741124,0.47090805430234633,0.18621172013514956
Eb7_agogo-samba_Flute.ogg,0.030955115559160883,0.2109392776062061,0.13527927163100997,0.5519925971574302,0.10584397888738024,0.041262523982743354,0.034940222060884554,0.2180623865503058,0.0863534629012914,0.18472405599902272,1.0,0.11633075783907872
G7_bendir_Kalimba.ogg,0.17379153672039313,0.21636608265459065,1.0,0.22219844609879938,0.19869658672408158,0.9868869313097461,0.18840943110510572,0.07227142140115277,0.07897193969169072,0.08518936851165292,0.18582174101305216,0.8225545428414545
