,Measure,Spiral,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
55,45,Ebmin7,Eb,88.0,114.2999267578125,594.6659545898438,334.4434509277344,889.4176635742188,194.26251220703125,357.9508056640625,1088.5096435546875,202.3347625732422,62.37937545776367,104.8626708984375,549.8067016601562,100.88130950927734
56,45,Gbmaj7/Ab,Gb,89.0,14.303401947021484,19.302526473999023,30.801231384277344,188.76739501953125,34.83555221557617,43.6609001159668,115.91250610351562,17.948652267456055,3.1113131046295166,4.811095714569092,27.549043655395508,8.032042503356934
57,46,Bbmin7,Bb,90.0,536.6598510742188,1446.4202880859375,353.2256164550781,325.4534912109375,767.093994140625,3689.4990234375,1278.808349609375,358.0991516113281,1513.0142822265625,792.9248046875,2323.451171875,495.5049743652344
58,47,Ebmin7,Eb,92.0,112.03426361083984,601.0804443359375,326.8254089355469,918.717041015625,180.94140625,270.4434814453125,1105.8673095703125,206.77032470703125,58.60258102416992,105.44770050048828,555.1663818359375,102.66912078857422
59,47,Fmin7,F,93.0,10.188626289367676,51.55403518676758,38.51311111450195,205.03150939941406,34.41061019897461,36.283451080322266,125.50012969970703,19.098634719848633,5.053293228149414,5.254967212677002,29.661788940429688,6.535076141357422
60,48,Bbmin7,Bb,94.0,1014.281494140625,390.8692626953125,325.4274597167969,1387.2586669921875,436.47265625,786.6668090820312,185.68353271484375,162.4130859375,342.98291015625,143.4335174560547,231.16712951660156,210.45884704589844
61,49,Ebmin7,Eb,96.0,114.8171615600586,603.0799560546875,326.1637878417969,853.8453979492188,186.34913635253906,359.2884826660156,1093.2738037109375,202.0645751953125,61.459442138671875,104.13397216796875,549.0358276367188,100.40843963623047
62,49,Gbmaj7/Ab,Gb,97.0,207.4813232421875,738.21044921875,259.3954772949219,608.0562744140625,293.5005798339844,1105.5838623046875,909.2147827148438,136.68569946289062,125.32994842529297,189.94151306152344,660.7748413085938,165.93104553222656
63,50,Emaj7/Gb,E,98.0,123.55799102783203,276.1795959472656,161.93724060058594,484.3070983886719,454.1339416503906,844.791748046875,451.5450134277344,122.4890365600586,254.09068298339844,77.22742462158203,104.66122436523438,177.01702880859375
64,51,Dmaj7/E,D,100.0,430.9637756347656,2604.736572265625,2366.044189453125,1088.0086669921875,1927.8748779296875,1103.1058349609375,4017.423095703125,738.1058959960938,366.7852478027344,1302.5103759765625,326.9087829589844,206.74803161621094
65,52,Dbmaj7/Eb,Db,102.0,644.1039428710938,602.9402465820312,290.9536437988281,402.1522216796875,304.3099670410156,1144.9869384765625,245.19154357910156,118.45520782470703,421.364501953125,107.50491333007812,71.02628326416016,112.09173583984375
66,52,Ebmaj7/F,Eb,103.0,110.01529693603516,223.14817810058594,756.4505004882812,1243.990234375,444.9130859375,586.930908203125,219.2694854736328,466.6495361328125,130.7747344970703,155.79115295410156,624.9826049804688,169.65928649902344
67,53,Fmaj7/G,F,104.0,526.6026611328125,204.64605712890625,335.3016357421875,374.4435729980469,473.205810546875,1269.1163330078125,360.97216796875,632.8582153320312,228.7357635498047,481.0706481933594,130.4341278076172,128.11734008789062
68,53,Gbmaj7/Ab,Gb,105.0,300.3160400390625,642.9534912109375,177.6776580810547,153.9242401123047,249.6892547607422,1036.9310302734375,600.75830078125,150.37864685058594,134.28807067871094,201.5496826171875,607.8180541992188,176.02122497558594
69,54,Emaj7/Gb,E,106.0,145.67747497558594,349.9469299316406,171.74798583984375,557.14404296875,475.1303405761719,852.06640625,437.2949523925781,129.3155975341797,265.5865783691406,90.07007598876953,100.29873657226562,183.5869598388672
70,55,Dmaj7/E,D,108.0,426.095947265625,2614.7451171875,2436.077880859375,1091.80078125,1925.1336669921875,1125.0059814453125,3905.692626953125,721.2658081054688,370.6497497558594,1309.0302734375,319.38323974609375,205.21485900878906
71,56,Dbmaj7/Eb,Db,110.0,653.2849731445312,605.0619506835938,292.0989685058594,402.577392578125,307.3121337890625,1140.775634765625,243.83396911621094,118.4508056640625,420.80615234375,107.0277328491211,70.2658920288086,112.69906616210938
72,56,Ebmaj7/F,Eb,111.0,67.26054382324219,78.21863555908203,45.977664947509766,92.81329345703125,47.66073226928711,220.02734375,44.64891052246094,8.932234764099121,25.96112060546875,14.923144340515137,8.332573890686035,13.160700798034668
73,57,Fmaj7/G,F,112.0,638.9180297851562,300.9385070800781,668.2489013671875,501.3789367675781,514.5518188476562,1038.49755859375,387.1974182128906,789.0978393554688,250.4636993408203,510.3758850097656,257.6185607910156,161.5830535888672
74,57,Gbmaj7/Ab,Gb,113.0,63.88974380493164,26.16524314880371,42.97823715209961,77.98412322998047,57.73777389526367,217.28257751464844,39.87398147583008,23.472227096557617,10.476239204406738,26.41522216796875,14.170357704162598,14.736979484558105
75,58,Bbmin7,Bb,114.0,530.103271484375,1527.63720703125,444.5604553222656,525.8336791992188,770.2186889648438,3653.0322265625,1297.022705078125,392.1571044921875,1566.15869140625,855.927978515625,2548.403076171875,527.03271484375
76,59,Ebmin7,Eb,116.0,110.47872161865234,603.1182250976562,326.4540100097656,902.6865844726562,177.36988830566406,263.0008239746094,1064.6092529296875,198.9307098388672,58.154903411865234,110.25553131103516,581.7769165039062,105.9413070678711
77,59,Fmin7,F,117.0,11.100512504577637,52.75954055786133,39.347721099853516,206.6848907470703,34.90764617919922,36.36520004272461,123.77446746826172,19.6181697845459,5.621744632720947,6.3239426612854,31.634321212768555,7.338923931121826
78,60,Bbmin7,Bb,118.0,1022.7404174804688,390.9853820800781,326.5260925292969,1393.90283203125,438.3562927246094,781.8191528320312,186.7826690673828,165.07882690429688,342.526123046875,142.74810791015625,231.7010498046875,212.58209228515625
79,61,Ebmin7,Eb,120.0,115.46924591064453,603.7040405273438,325.80828857421875,851.557861328125,185.4583282470703,359.4425354003906,1094.57470703125,202.0221405029297,61.56928634643555,104.7048568725586,550.1412963867188,100.58081817626953
80,61,Gbmaj7/Ab,Gb,121.0,14.13677978515625,18.884855270385742,29.703201293945312,177.5544891357422,33.75498962402344,43.465789794921875,114.56927490234375,17.99821662902832,2.965242624282837,4.768591403961182,26.63374137878418,7.778121471405029
81,62,Bbmin7,Bb,122.0,536.9458618164062,1446.6083984375,352.9332275390625,325.4025573730469,766.6825561523438,3689.299560546875,1279.2003173828125,358.4058532714844,1514.6663818359375,793.9946899414062,2324.9619140625,495.666259765625
82,63,Ebmin7,Eb,124.0,112.12276458740234,601.2807006835938,327.6275939941406,919.0454711914062,180.71531677246094,270.3921813964844,1106.116455078125,207.0943145751953,58.69071960449219,105.44449615478516,554.0,102.52105712890625
83,63,Fmin7,F,125.0,10.215991020202637,51.63190841674805,38.52710723876953,205.0880889892578,34.42353439331055,36.2674446105957,125.44143676757812,19.107892990112305,5.074617862701416,5.26254415512085,29.5527400970459,6.5226311683654785
84,64,Bbmin7,Bb,126.0,1014.09716796875,390.7269287109375,325.5218200683594,1388.0848388671875,436.6919860839844,786.5073852539062,185.6058349609375,162.43441772460938,343.0198669433594,143.43470764160156,231.14125061035156,210.38665771484375
85,65,Ebmin7,Eb,128.0,114.85333251953125,603.1607666015625,325.9995422363281,853.5838012695312,186.25978088378906,359.2262268066406,1093.26025390625,202.0980682373047,61.46435546875,104.13948822021484,549.0112915039062,100.41378021240234
86,65,Gbmaj7/Ab,Gb,129.0,13.555768013000488,18.54900360107422,29.669517517089844,177.8079833984375,33.73569869995117,43.65933609008789,114.8868637084961,17.946130752563477,2.962066650390625,4.7241058349609375,27.48409080505371,7.79121732711792
87,66,Bbmin7,Bb,130.0,35.17423629760742,70.65416717529297,59.93727493286133,72.09490966796875,48.27174377441406,84.64842224121094,136.54603576660156,45.5705451965332,50.84782028198242,42.786128997802734,90.28665924072266,31.635887145996094
88,66,Ebmin7,Eb,130.28571428571428,16.966171264648438,58.43498229980469,40.42478561401367,83.41728973388672,43.64397048950195,67.51946258544922,64.95238494873047,23.690185546875,20.06687355041504,35.01336669921875,73.78245544433594,12.303092956542969
89,66,Bbmin7,Bb,130.57142857142858,46.867610931396484,45.96305847167969,27.963125228881836,61.91463088989258,68.57933807373047,112.57958221435547,41.210819244384766,41.27278137207031,127.25150299072266,96.23531341552734,111.18429565429688,30.65622901916504
90,66,Fmin7,F,130.85714285714286,48.56584548950195,39.47322463989258,11.381749153137207,43.14138412475586,47.866424560546875,74.04236602783203,29.22064208984375,12.65426254272461,48.480464935302734,52.26401901245117,26.861160278320312,11.43900203704834
91,66,Bbmin7,Bb,131.14285714285714,26.353591918945312,40.033931732177734,17.53597068786621,24.947614669799805,23.92574119567871,61.663116455078125,22.270654678344727,16.90391731262207,28.46282196044922,22.422639846801758,28.17243194580078,21.4002685546875
92,66,Ebmin7,Eb,131.42857142857142,27.059133529663086,27.71124839782715,14.694252014160156,22.93562126159668,19.22015380859375,41.24360656738281,16.63646697998047,8.78173828125,16.81867027282715,13.927367210388184,19.823266983032227,8.174168586730957
93,66,Gbmaj7/Ab,Gb,131.71428571428572,29137.435546875,95544.8125,28347.427734375,82575.0078125,30371.4453125,114054.2421875,125011.0625,20353.72265625,13447.7138671875,13835.1865234375,62529.93359375,14326.2001953125
94,82,Emaj7/Gb,E,162.0,19.989015579223633,13.567950248718262,32.70836639404297,74.60224151611328,106.7809829711914,30.646987915039062,15.630969047546387,28.23688507080078,33.661128997802734,16.022323608398438,23.408700942993164,53.06826400756836
95,82,Dmaj7/E,D,162.33333333333334,8.470112800598145,3.6789767742156982,12.581287384033203,54.67746353149414,65.68708038330078,13.230415344238281,5.638494491577148,10.430092811584473,20.1362361907959,16.472875595092773,12.16572093963623,32.93232345581055
96,82,Dbmaj7/Eb,Db,162.66666666666666,25.12169075012207,50.1180305480957,58.8946533203125,48.44484329223633,71.82964324951172,48.119659423828125,114.3214111328125,27.496353149414062,13.817078590393066,28.9100341796875,13.70898151397705,12.316617012023926
97,82,Ebmaj7/F,Eb,163.0,90.79875946044922,111.2084732055664,193.4971923828125,211.6326904296875,139.27792358398438,178.3819580078125,101.8947525024414,80.69544219970703,61.185970306396484,42.532352447509766,78.96826934814453,40.26286315917969
98,82,Fmaj7/G,F,163.33333333333334,87.03064727783203,87.93997192382812,147.2820281982422,96.11993408203125,87.17855072021484,127.53470611572266,30.01106834411621,27.288650512695312,37.418819427490234,46.093597412109375,48.003265380859375,23.05950927734375
99,82,Gbmaj7/Ab,Gb,163.66666666666666,28279.888671875,28667.046875,29602.751953125,33956.08203125,39288.8125,158088.328125,48140.43359375,25542.681640625,11367.2431640625,15919.46484375,23949.677734375,10518.9765625
100,90,Bbmin7,Bb,178.0,33.290775299072266,72.5726318359375,55.44233703613281,71.51496887207031,43.90541458129883,65.5694808959961,83.34004974365234,32.6778564453125,47.24101638793945,41.336814880371094,74.8257064819336,26.427743911743164
101,90,Ebmin7,Eb,178.28571428571428,15.846797943115234,57.23031234741211,37.6058235168457,71.23806762695312,35.21084976196289,60.3479118347168,54.31251907348633,18.948305130004883,16.344213485717773,27.012723922729492,63.95481491088867,11.233359336853027
102,90,Bbmin7,Bb,178.5714285714286,49.9486198425293,48.57920455932617,26.251359939575195,58.49583053588867,85.11910247802734,110.66400146484375,43.68049240112305,34.8675537109375,108.09220123291016,92.4820556640625,106.93146514892578,29.716283798217773
103,90,Fmin7,F,178.85714285714286,49.38045120239258,37.74418258666992,11.140910148620605,34.40846633911133,37.208892822265625,86.07537841796875,37.999698638916016,13.998435974121094,37.09686279296875,43.1259880065918,24.595609664916992,11.179560661315918
104,90,Bbmin7,Bb,179.14285714285714,27.228696823120117,42.23118591308594,18.646652221679688,25.550155639648438,39.15962600708008,71.4284439086914,27.023193359375,21.034448623657227,26.04022216796875,24.408828735351562,29.837804794311523,20.66489601135254
105,90,Ebmin7,Eb,179.4285714285714,27.189573287963867,28.120431900024414,15.7583589553833,25.851083755493164,20.095205307006836,74.3196029663086,22.969717025756836,8.914319038391113,16.643611907958984,13.175585746765137,18.053770065307617,8.401185035705566
106,90,Gbmaj7/Ab,Gb,179.71428571428572,1664.0986328125,6052.2265625,1757.1214599609375,4660.91650390625,2120.851318359375,8457.4375,7465.35546875,1239.8497314453125,593.5055541992188,964.448974609375,4442.48779296875,995.1908569335938
