,Measure,WhenTheSunComesDown,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
31,13,E7,E,25.0,280.3706359863281,101.38763427734375,59.37162780761719,81.88481903076172,406.5728759765625,199.1011505126953,130.36923217773438,92.7566146850586,37.296142578125,53.28582763671875,24.059072494506836,74.3272705078125
32,14,Amin7,A,26.0,189.3804168701172,129.33106994628906,454.9423522949219,227.1097869873047,849.5439453125,192.0419464111328,82.9548568725586,107.22354888916016,289.9912414550781,94.9620590209961,104.32269287109375,487.1715087890625
33,14,D7,D,27.0,309.59613037109375,70.63856506347656,34.639976501464844,56.676509857177734,260.4914855957031,70.0337142944336,37.28371810913086,154.85508728027344,159.3562774658203,719.7216796875,129.81842041015625,104.07672119140625
34,15,Dmin7,D,28.0,157.89291381835938,85.00422668457031,274.7014465332031,95.70502471923828,90.25359344482422,151.0254669189453,245.91529846191406,55.14764404296875,38.60701370239258,183.93605041503906,45.20527267456055,44.05229568481445
35,15,G7,G,29.0,210.554931640625,84.7212905883789,178.4787139892578,97.025146484375,202.6776580810547,505.9479675292969,198.8206787109375,250.25335693359375,97.56143188476562,142.5881805419922,73.13098907470703,178.10447692871094
36,16,Cmaj7,C,30.0,68.74339294433594,22.27088737487793,35.30785369873047,31.929306030273438,153.82130432128906,196.66009521484375,53.03504943847656,54.90228271484375,40.049034118652344,57.06171798706055,27.031417846679688,74.66775512695312
37,16,Bdim7,B,30.66666666666667,112.93233489990234,23.367477416992188,25.731901168823242,69.26972198486328,234.10980224609375,68.70018768310547,30.18651580810547,109.03821563720703,90.3519058227539,372.5893859863281,66.19895935058594,98.57979583740234
38,16,E7,E,31.33333333333333,83.26158905029297,50.5589714050293,187.33265686035156,103.11873626708984,171.73707580566406,329.3399658203125,132.08656311035156,57.25706481933594,223.31370544433594,471.558837890625,128.19932556152344,248.3272705078125
39,17,Amin7,A,32.0,139.9160614013672,108.07333374023438,446.0589294433594,214.18621826171875,599.1923217773438,356.4690246582031,190.1749725341797,744.4609985351562,303.8486022949219,82.0993423461914,77.30847930908203,414.3719482421875
40,17,Bbmaj7,Bb,33.0,180.79649353027344,89.1839828491211,328.4388732910156,150.33499145507812,475.0514831542969,121.41515350341797,50.13984680175781,142.75599670410156,83.24993133544922,52.74422836303711,19.391645431518555,76.07838439941406
41,18,Bdim7,B,34.0,77.97450256347656,98.31708526611328,337.2056884765625,100.5954818725586,178.59584045410156,657.7669067382812,144.0005645751953,46.2480583190918,70.15982055664062,292.1711730957031,453.9200134277344,82.99162292480469
42,18,Cmaj7,C,35.0,60.12237548828125,76.93083190917969,305.2734680175781,80.0148696899414,104.10778045654297,333.793212890625,167.14942932128906,493.775146484375,148.32334899902344,63.912841796875,45.12901306152344,143.4010467529297
43,19,C#dim7,C#,36.0,214.38128662109375,56.40449905395508,55.26103210449219,113.6173095703125,463.5365295410156,196.3633270263672,69.35892486572266,188.82557678222656,68.04782104492188,29.301544189453125,56.58418273925781,229.75555419921875
44,19,Dmin7,D,37.0,50.21846008300781,154.4486541748047,88.75843048095703,76.83915710449219,295.1596374511719,125.98505401611328,155.7150421142578,842.123779296875,213.1723175048828,137.05055236816406,535.9642944335938,134.67332458496094
45,20,Ebdim,Eb,38.0,274.1972351074219,102.77913665771484,233.5030517578125,53.04592514038086,79.87163543701172,358.6224060058594,167.05503845214844,480.2485046386719,128.5032196044922,115.11727142333984,39.070987701416016,47.99136734008789
46,20,Cmaj7,C,38.66666666666666,38.048030853271484,29.780853271484375,71.72078704833984,86.7135238647461,63.237701416015625,136.49119567871094,111.62078094482422,26.449312210083008,54.463382720947266,366.1068420410156,64.13914489746094,12.984728813171387
47,20,E,E,39.333333333333336,473.060546875,161.3690948486328,116.25298309326172,257.7912902832031,538.8917846679688,145.5889129638672,183.3897247314453,232.45542907714844,80.71711730957031,74.03620147705078,93.88106536865234,492.3371887207031
48,21,Fmaj7,F,40.0,285.2733459472656,48.74445724487305,50.861419677734375,301.17626953125,779.0070190429688,168.09596252441406,134.43894958496094,185.40338134765625,272.51611328125,73.47889709472656,102.30724334716797,609.1784057617188
49,21,F#dim7,F#,41.0,470.4232482910156,130.3538360595703,127.5302505493164,479.3116455078125,472.2269592285156,269.1971130371094,202.0662384033203,87.9168701171875,116.95618438720703,263.1792907714844,105.56488800048828,111.56100463867188
50,22,Gsus,G,42.0,219.19264221191406,50.52054977416992,60.1276741027832,226.74725341796875,107.15335845947266,62.97333908081055,90.58600616455078,37.548770904541016,28.299156188964844,116.85370635986328,44.24128723144531,51.953548431396484
51,22,Amin7,A,43.0,382.6922607421875,146.6496124267578,458.4200439453125,206.71803283691406,456.8630676269531,103.39127349853516,92.02342987060547,251.6376495361328,132.07911682128906,215.7809295654297,65.49433135986328,112.8216323852539
52,23,D7,D,44.0,42.67411422729492,9.580912590026855,5.9227986335754395,32.23630142211914,83.18113708496094,21.233896255493164,14.199088096618652,40.52583694458008,19.23793601989746,54.796932220458984,16.695547103881836,39.45619583129883
53,23,Eb13,Eb,44.66666666666666,150.30638122558594,54.756591796875,101.394287109375,36.117401123046875,41.642784118652344,51.14002990722656,265.60284423828125,51.24332809448242,15.764378547668457,72.12639617919922,16.995359420776367,36.40689468383789
54,23,E13,E,45.33333333333334,399.7811584472656,306.1105651855469,203.41029357910156,212.43214416503906,180.69227600097656,484.6983947753906,231.45826721191406,300.4221496582031,311.4532775878906,174.96192932128906,409.0067138671875,135.75462341308594
55,24,F13,F,46.0,94.1417465209961,194.0809326171875,157.6532745361328,99.87276458740234,110.0562973022461,131.1967315673828,200.5616912841797,101.40167999267578,123.40909576416016,72.65777587890625,50.97677993774414,139.4883575439453
56,24,Gb13,Gb,46.5,122.777099609375,120.77135467529297,273.14825439453125,285.3492736816406,149.1431121826172,157.030517578125,138.4065399169922,125.81949615478516,52.24713134765625,132.11842346191406,203.6976318359375,98.69208526611328
57,24,Gsus,G,47.0,112.84170532226562,145.36915588378906,117.09860229492188,158.31089782714844,178.3430633544922,146.49317932128906,171.888427734375,100.83392333984375,79.3967056274414,69.04981994628906,194.0426025390625,244.98675537109375
58,24,G7,G,47.5,265.85467529296875,132.43365478515625,145.6245880126953,117.2295913696289,243.08978271484375,83.89201354980469,42.077674865722656,88.67977905273438,39.1768913269043,19.742446899414062,43.59367370605469,92.1817626953125
59,25,Cmaj7,C,48.0,291.3628845214844,148.444091796875,244.9471893310547,509.3309326171875,412.7440490722656,921.9933471679688,338.6427917480469,569.6317138671875,152.5739288330078,183.18739318847656,125.45438385009766,440.9498291015625
60,25,Gb7,Gb,49.0,317.19891357421875,84.27833557128906,63.378726959228516,140.81411743164062,444.6481628417969,224.65342712402344,74.63392639160156,189.04656982421875,71.99178314208984,30.073585510253906,41.17569351196289,122.20453643798828
61,26,Fmaj7,F,50.0,45.905364990234375,96.80774688720703,26.607664108276367,44.65855407714844,143.49998474121094,58.66561508178711,51.98331069946289,31.992021560668945,13.01067066192627,9.39743709564209,36.408363342285156,20.52176856994629
62,26,Fmin7,F,50.66666666666666,201.54737854003906,59.64546203613281,28.502052307128906,60.26473617553711,254.5511474609375,127.72525787353516,33.736454010009766,21.182464599609375,42.30809783935547,63.875972747802734,19.585968017578125,54.537994384765625
63,26,Bb7,Bb,51.33333333333334,274.0735778808594,77.12361145019531,110.53939819335938,239.9066162109375,174.07269287109375,149.55467224121094,46.79826736450195,104.44937133789062,149.9377899169922,147.29013061523438,52.25935745239258,86.3552017211914
64,27,Emin7,E,52.0,191.4553985595703,114.3482894897461,487.1158752441406,389.2982482910156,373.4313049316406,734.5503540039062,169.64590454101562,84.7353744506836,238.89830017089844,209.92149353027344,434.9401550292969,96.89574432373047
65,27,Amin7,A,53.0,54.43460464477539,47.07149887084961,237.51043701171875,244.48484802246094,318.9727478027344,172.70091247558594,62.17558288574219,221.7056884765625,77.45807647705078,17.62006187438965,28.209291458129883,96.53366088867188
66,28,D7,D,54.0,92.04928588867188,27.34405517578125,23.325166702270508,66.03572845458984,160.5416717529297,35.96337127685547,16.558862686157227,85.95771026611328,41.46693801879883,56.49380111694336,19.083364486694336,23.203195571899414
67,28,G7,G,54.66666666666666,384.941650390625,121.46422576904297,110.70159912109375,67.39006042480469,130.9454803466797,162.780517578125,305.3948059082031,112.91470336914062,51.13251876831055,162.9401092529297,45.67068099975586,102.18750762939453
68,28,Gb7,Gb,55.33333333333334,73.1361312866211,25.58139991760254,36.050235748291016,26.227991104125977,45.705230712890625,160.7548828125,106.00428009033203,72.50801086425781,33.82365036010742,38.31605529785156,29.0235538482666,80.23799896240234
69,29,Fmaj7,F,56.0,145.6145782470703,438.7794189453125,110.99609375,137.94677734375,700.8971557617188,434.62060546875,367.4082946777344,111.7606430053711,99.68277740478516,141.57215881347656,399.648193359375,130.50784301757812
70,29,E7,E,57.0,255.4942169189453,114.08080291748047,114.80574798583984,141.16087341308594,573.6324462890625,284.63958740234375,106.2821273803711,67.28589630126953,121.41161346435547,93.53057861328125,40.36459732055664,116.8644790649414
71,30,Amin7,A,58.0,70.34326934814453,45.0516357421875,145.80953979492188,101.80838012695312,420.145751953125,109.68303680419922,40.80974578857422,39.40407180786133,85.40755462646484,76.90858459472656,26.656333923339844,57.36668395996094
72,30,D7,D,59.0,9958.38671875,3374.959716796875,7066.85986328125,2683.7197265625,4307.2509765625,2834.241943359375,11185.40234375,3972.984619140625,2258.919677734375,10679.3037109375,2002.4217529296875,1710.09033203125
