,Measure,JigAJugC#,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
10,22,Ebmin7,Eb,42.5,49.6360969543457,237.17437744140625,144.53834533691406,251.87054443359375,155.5863494873047,111.66309356689453,267.15087890625,119.3027572631836,72.35906982421875,40.99713897705078,157.36611938476562,88.43218994140625
11,22,Dmin7,D,43.0,144.54811096191406,186.0679168701172,187.03814697265625,112.11176300048828,173.16334533691406,305.9560546875,159.7328643798828,47.74858474731445,59.386962890625,132.02198791503906,87.90764617919922,47.007843017578125
12,22,Dbmin7,Db,43.5,2200.632080078125,4161.69140625,2253.023681640625,2363.314208984375,5419.02197265625,3284.230712890625,1182.2769775390625,566.2138061523438,2380.391845703125,1042.5452880859375,665.4479370117188,2941.172119140625
13,24,Ab9,Ab,46.0,5783.96923828125,1458.6343994140625,2081.25390625,7998.04150390625,2399.15576171875,2287.14404296875,10258.1591796875,3228.53515625,4345.4111328125,1595.7869873046875,5710.59765625,1869.3438720703125
14,26,Gbmaj7,Gb,50.0,1472.5338134765625,6217.90185546875,1229.7064208984375,607.7164306640625,1965.0028076171875,10565.9423828125,5986.54443359375,883.7195434570312,837.07763671875,1774.4984130859375,7387.99169921875,1280.0804443359375
15,28,Ab9,Ab,54.0,5482.76123046875,1393.2059326171875,1980.5247802734375,8056.01806640625,2228.455322265625,2160.83642578125,10174.4765625,3196.040283203125,4369.63916015625,1575.8514404296875,5859.91845703125,1840.9801025390625
16,30,Gbmaj7,Gb,58.0,1473.67822265625,6194.43115234375,1209.0712890625,601.1454467773438,1946.7142333984375,10500.935546875,5974.57861328125,885.5498657226562,852.8803100585938,1774.7816162109375,7390.88916015625,1280.1197509765625
17,32,Ab9,Ab,62.0,5468.943359375,1391.4517822265625,1973.9898681640625,8052.36572265625,2224.111572265625,2157.888427734375,10173.7802734375,3194.529541015625,4377.333984375,1576.5333251953125,5860.85498046875,1839.6805419921875
18,34,Emin7,E,66.0,1.0169857740402222,0.32153546810150146,0.6814358234405518,1.763890266418457,0.7420997619628906,1.19937264919281,1.6076107025146484,0.22153687477111816,0.07568910717964172,0.2418084591627121,0.9732956886291504,0.32336536049842834
19,34,Ebmin7,Eb,66.5,30.96888542175293,32.32337951660156,129.78884887695312,52.115875244140625,162.7764892578125,34.392852783203125,26.403226852416992,90.87100982666016,22.09324073791504,9.970170021057129,26.070425033569336,107.16374969482422
20,34,Dmin7,D,67.0,24.31496238708496,103.4509506225586,90.6834945678711,182.83868408203125,95.93119049072266,60.69723892211914,194.158447265625,58.26115798950195,15.028636932373047,29.84705924987793,97.2289810180664,38.76461410522461
21,34,Dbmin7,Db,67.5,136.46778869628906,85.02422332763672,129.73907470703125,105.4326171875,81.54190063476562,174.62506103515625,67.60932159423828,22.31197166442871,14.440424919128418,42.71793746948242,29.138944625854492,51.32943344116211
22,35,Db,Db,68.0,12087.8486328125,33343.62890625,13268.59765625,14111.29296875,38397.3125,54214.61328125,17101.943359375,11694.7900390625,28558.3203125,7642.07080078125,4696.83251953125,15322.9638671875
23,41,Db7,Db,80.0,4852.14892578125,12351.3095703125,2295.23681640625,1381.4144287109375,4918.37744140625,28509.642578125,4956.45361328125,1426.7838134765625,7894.603515625,1803.0819091796875,2217.570556640625,13145.1513671875
24,45,Gb7,Gb,88.0,1281.6424560546875,5999.53564453125,1135.603271484375,1895.9000244140625,10529.7333984375,4436.08935546875,4621.4697265625,840.2329711914062,1087.5440673828125,1437.2020263671875,5298.53271484375,1095.9345703125
25,47,Db7,Db,92.0,2074.79345703125,4974.4697265625,981.2306518554688,635.0134887695312,2010.6605224609375,11147.6416015625,2002.2725830078125,624.167236328125,3410.4140625,780.503662109375,957.05517578125,5575.36767578125
26,49,Ebmin7,Eb,96.0,355.4647521972656,2108.57666015625,969.2551879882812,3040.002685546875,547.6884765625,740.1384887695312,3543.530029296875,639.8506469726562,145.1503143310547,331.8997497558594,1945.9326171875,323.4302062988281
27,50,Ab7,Ab,98.0,1819.6414794921875,506.3804626464844,593.6454467773438,2495.4990234375,741.5933227539062,722.946044921875,3712.617919921875,1179.2706298828125,1614.0921630859375,314.0665588378906,181.75299072265625,378.5729675292969
28,51,Db7,Db,100.0,259.5938415527344,496.655029296875,116.11953735351562,97.549560546875,257.06683349609375,1125.194580078125,233.6669158935547,86.6782455444336,418.0578918457031,98.36993408203125,108.41663360595703,544.7744140625
29,51,Bb7,Bb,101.0,128.00270080566406,224.3197479248047,605.3341674804688,168.04373168945312,203.81028747558594,802.8594360351562,243.7663116455078,107.66439819335938,486.64990234375,309.6302795410156,581.7349853515625,152.38681030273438
30,52,Ebmin7,Eb,102.0,110.5787124633789,613.8709106445312,381.5187072753906,953.0333862304688,219.61199951171875,493.4709777832031,1101.627197265625,206.9148712158203,73.557373046875,116.83404541015625,583.8676147460938,114.82443237304688
31,52,Ab7,Ab,103.0,3554.083251953125,1288.457275390625,1258.24609375,5359.30419921875,1463.7579345703125,1566.6484375,7486.845703125,2178.1474609375,2825.142822265625,567.2324829101562,537.8053588867188,756.4766235351562
