,Measure,IsYouIsOrIsYouAintMyBaby,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
34,29,Emin7,E,56.0,61.038330078125,27.029199600219727,107.14356231689453,311.78466796875,154.9836883544922,60.2496337890625,224.3858642578125,75.08679962158203,21.19878578186035,49.39188003540039,56.800899505615234,213.11402893066406
35,29,B7/F#,B,57.0,40.525264739990234,23.26987648010254,81.29915618896484,121.6301040649414,261.3740539550781,79.04933166503906,120.30392456054688,109.96673583984375,37.41063690185547,50.1973876953125,52.64336013793945,188.4599609375
36,30,Emin7/G,E,58.0,46.23037338256836,21.304649353027344,46.24967575073242,64.82732391357422,115.20787811279297,68.94519805908203,206.313720703125,61.58018493652344,20.673818588256836,55.35383224487305,48.81534194946289,185.9095916748047
37,30,B7/F#,B,59.0,42.53061294555664,33.54287338256836,87.21319580078125,77.99121856689453,253.4293670654297,79.02667236328125,137.193603515625,85.27562713623047,31.36546516418457,46.587581634521484,58.28182601928711,235.3823699951172
38,31,Emin7,E,60.0,267.00213623046875,262.35198974609375,1459.18603515625,631.8329467773438,1678.1483154296875,443.4886474609375,1172.075927734375,3778.071533203125,783.118408203125,949.1538696289062,352.1773986816406,1295.5850830078125
39,32,A#13,A#,62.0,29.761388778686523,38.619449615478516,125.25570678710938,81.0229721069336,296.5395812988281,72.59563446044922,188.2235107421875,682.7555541992188,156.9622039794922,25.149396896362305,23.733015060424805,108.88955688476562
40,33,A7,A,64.0,1675.7054443359375,1218.3436279296875,836.68896484375,2098.814208984375,2035.27783203125,1571.1121826171875,775.4979858398438,1917.99169921875,1624.4923095703125,1160.9984130859375,464.403564453125,744.9038696289062
41,34,Amin7,A,66.0,61.43565368652344,38.42499923706055,22.714187622070312,55.950809478759766,107.1238784790039,40.45476531982422,36.275299072265625,49.15504455566406,27.659727096557617,39.480464935302734,25.809837341308594,79.06334686279297
42,34,D7,D,67.0,209.11830139160156,58.05372619628906,53.66032409667969,78.7242202758789,248.91424560546875,78.11115264892578,114.48334503173828,131.35784912109375,39.67955017089844,63.5794677734375,27.13384246826172,89.93378448486328
43,35,G6,G,68.0,415.3224182128906,321.7314453125,1025.2984619140625,636.5437622070312,1640.5098876953125,466.1480407714844,1451.5030517578125,4162.58740234375,770.1376342773438,409.3067321777344,277.822509765625,960.435302734375
44,36,Dmin7,D,70.0,50.040096282958984,28.417762756347656,57.69398880004883,33.899959564208984,65.30774688720703,85.1342544555664,37.74282455444336,12.06346607208252,11.32653522491455,37.646121978759766,15.45131778717041,37.07670974731445
45,36,G7,G,71.0,126.57093048095703,54.9962043762207,143.63291931152344,47.8437385559082,83.07666778564453,347.729736328125,85.43893432617188,33.822261810302734,22.582618713378906,91.34078216552734,32.563175201416016,68.18678283691406
46,37,Cmaj7,C,72.0,1001.4998168945312,289.4534606933594,442.5488586425781,423.6831970214844,1853.57666015625,1244.6119384765625,538.9873046875,2379.525390625,641.7683715820312,1562.4366455078125,547.0422973632812,1873.20068359375
47,38,Cmin7,C,74.0,833.015869140625,253.40150451660156,519.4804077148438,1485.3114013671875,616.2425537109375,242.84033203125,379.7923278808594,2301.9658203125,666.8358154296875,2001.6463623046875,1178.12060546875,466.0363464355469
48,39,Gmaj7,G,76.0,342.7109069824219,237.39381408691406,685.8818359375,532.1802368164062,172.8587188720703,444.9754333496094,2229.339599609375,1350.8741455078125,226.62574768066406,189.58717346191406,297.2521667480469,1230.760498046875
49,40,Dmin7,D,78.0,55.53006362915039,29.07317352294922,64.1982650756836,51.94807434082031,155.8894805908203,111.46099090576172,82.79598999023438,28.58537483215332,38.540584564208984,41.06928253173828,23.11200523376465,53.934967041015625
50,40,G7,G,79.0,128.00157165527344,55.253448486328125,146.7168731689453,48.982177734375,73.24771881103516,320.0871276855469,80.19536590576172,32.8954963684082,22.254371643066406,89.60045623779297,33.07825469970703,67.89820861816406
51,41,Cmaj7,C,80.0,1001.6273803710938,288.71197509765625,433.31494140625,423.1455993652344,1856.9378662109375,1336.2779541015625,534.63037109375,2049.222412109375,604.461669921875,1708.1290283203125,572.0696411132812,1870.7432861328125
52,42,Cmin7,C,82.0,833.9342651367188,251.9270782470703,502.1128845214844,1486.9686279296875,614.7929077148438,236.57225036621094,340.39251708984375,2007.9931640625,637.6266479492188,2159.875732421875,1195.2691650390625,461.9169921875
53,43,Bmin7(b5),B,84.0,37.45235061645508,26.554168701171875,64.08805847167969,72.44243621826172,27.54884147644043,38.295265197753906,166.7278594970703,536.6846923828125,86.68118286132812,58.00091552734375,36.02257537841797,69.2647476196289
54,43,E7,E,85.0,47.916873931884766,35.92573928833008,173.1054229736328,71.8960189819336,76.95089721679688,59.9940071105957,224.60536193847656,47.57258987426758,45.57088851928711,86.42105865478516,68.8799819946289,252.8737030029297
55,44,Amin7,A,86.0,232.48834228515625,43.130863189697266,29.262540817260742,32.74557876586914,125.71546173095703,34.93285369873047,25.410783767700195,18.833740234375,32.911827087402344,18.142927169799805,34.32221984863281,120.17407989501953
56,44,F#min7(b5),F#,86.66666666666669,255.31776428222656,43.91318130493164,19.765113830566406,63.50246047973633,192.8696746826172,43.73599624633789,25.39266014099121,117.33295440673828,71.68480682373047,68.70832824707031,18.78404426574707,107.1181869506836
57,44,B7,B,87.33333333333331,134.72239685058594,247.27447509765625,55.57905197143555,76.97638702392578,331.7519836425781,137.71585083007812,175.1087646484375,53.953914642333984,101.71026611328125,183.0876922607422,82.99012756347656,55.98979187011719
58,45,Emin7,E,88.0,141.93382263183594,221.07171630859375,185.75990295410156,653.8599243164062,397.3645324707031,232.8038330078125,1045.2099609375,211.4947967529297,76.52672576904297,241.25648498535156,147.3333282470703,437.5087585449219
59,45,B7/F#,B,89.0,45.19413375854492,40.552608489990234,100.08346557617188,190.25953674316406,297.54345703125,89.3211441040039,172.6444549560547,141.5327911376953,38.69221115112305,54.11832046508789,41.864810943603516,174.6721649169922
60,46,Emin7/G,E,90.0,49.41886901855469,25.950307846069336,45.83549499511719,67.48051452636719,114.83108520507812,67.76128387451172,228.92054748535156,65.66807556152344,21.487104415893555,56.81694030761719,50.2088508605957,193.4673309326172
61,46,B7/F#,B,91.0,43.43425369262695,36.583248138427734,95.49542236328125,89.6886978149414,263.6868896484375,81.9406967163086,137.9602813720703,87.25735473632812,31.591028213500977,45.27463912963867,55.2332763671875,233.9026336669922
62,47,Emin7,E,92.0,270.8854064941406,265.0028991699219,1458.05419921875,597.8744506835938,1670.328125,450.400146484375,1181.809814453125,3777.362060546875,787.308349609375,981.61767578125,352.3272399902344,1299.4693603515625
63,48,A#13,A#,94.0,29.978689193725586,42.07984161376953,125.95763397216797,92.7601089477539,299.09442138671875,72.6943130493164,191.8332061767578,682.41748046875,157.2625274658203,25.249414443969727,22.777284622192383,109.22476196289062
64,49,A7,A,96.0,1681.021484375,1216.647705078125,838.3342895507812,2104.363525390625,2036.2353515625,1570.0487060546875,776.0319213867188,1918.7523193359375,1622.9404296875,1160.6678466796875,462.59375,745.3893432617188
65,50,Amin7,A,98.0,61.48183822631836,38.234012603759766,22.71335792541504,55.93385314941406,107.18901824951172,40.09357833862305,36.14039993286133,49.12883377075195,27.628965377807617,39.45978546142578,25.684629440307617,79.01225280761719
66,50,D7,D,99.0,209.2171630859375,58.07791519165039,53.66287612915039,78.7229232788086,248.83778381347656,77.86882019042969,114.42015838623047,131.3546600341797,39.71055221557617,63.565486907958984,27.162979125976562,89.95361328125
67,51,Gmaj7,G,100.0,126.29925537109375,62.709346771240234,150.2601318359375,73.37664031982422,67.28858184814453,84.87908172607422,363.1539306640625,97.51175689697266,27.682273864746094,96.103271484375,61.53730392456055,230.38487243652344
68,51,F7(b5),F,101.0,34.01165771484375,25.237457275390625,83.24030303955078,26.4647159576416,18.87087631225586,44.35745620727539,210.8373260498047,86.88311767578125,14.0087890625,8.696660041809082,35.786922454833984,137.9296112060547
69,52,E7,E,102.0,1340.7880859375,319.7518005371094,417.7811279296875,1963.5579833984375,858.7676391601562,810.9193725585938,236.55580139160156,220.85882568359375,203.55810546875,641.5723266601562,185.05393981933594,353.4648132324219
70,53,A7,A,104.0,273.36187744140625,847.1565551757812,341.2888488769531,497.405029296875,1762.9034423828125,506.0350341796875,345.2314758300781,817.0551147460938,500.5807800292969,792.068603515625,208.4350128173828,418.4955139160156
71,54,Amin7,A,106.0,51.3312873840332,35.9048957824707,17.174596786499023,32.9705696105957,100.97064971923828,27.28336524963379,33.36429214477539,50.37773132324219,29.47441291809082,35.53715896606445,21.443944931030273,79.11711883544922
72,54,D7,D,107.0,211.52777099609375,56.93491744995117,45.33137130737305,62.341461181640625,237.09727478027344,67.25865173339844,115.2470703125,130.83837890625,38.896915435791016,61.550289154052734,25.037521362304688,95.21322631835938
73,55,Gmaj7,G,108.0,409.7208251953125,330.2314147949219,1044.6702880859375,444.5760498046875,249.4646759033203,512.8793334960938,3030.354248046875,4447.97314453125,739.186767578125,413.1196594238281,277.0426330566406,891.1537475585938
74,56,C7,C,110.0,47.6931037902832,20.44143295288086,32.44886016845703,32.701194763183594,88.25801849365234,22.10773277282715,22.70220947265625,37.6733512878418,11.965119361877441,12.885354042053223,42.40303039550781,56.66010665893555
75,56,B7,B,111.0,197.7020721435547,40.150718688964844,38.77814865112305,115.31867218017578,278.092041015625,70.28235626220703,104.700439453125,133.5337677001953,35.942935943603516,49.94613265991211,78.50952911376953,89.78070831298828
76,57,Emin,E,112.0,53.64604568481445,19.3297176361084,61.89339828491211,297.03875732421875,155.3811798095703,57.54690933227539,209.93829345703125,71.36133575439453,18.79290008544922,45.02093505859375,50.16843795776367,184.58616638183594
77,57,Bmin7,B,113.0,42.50377655029297,25.288572311401367,58.974971771240234,127.43456268310547,267.8965759277344,75.23561096191406,118.4644775390625,109.721435546875,34.98337173461914,49.84470748901367,56.22134017944336,174.0364532470703
78,58,C7,C,114.0,54.85573196411133,39.78487014770508,138.59364318847656,61.067813873291016,128.8698272705078,72.37008666992188,214.0796661376953,66.54753112792969,23.413055419921875,82.2208480834961,70.00557708740234,119.05398559570312
79,58,B7,B,115.0,176.12060546875,34.61732864379883,34.29490661621094,123.10123443603516,271.9836120605469,70.54224395751953,112.16243743896484,133.49827575683594,37.32670211791992,54.30144119262695,88.66724395751953,91.40311431884766
80,59,A7,A,116.0,337.3848876953125,872.6627807617188,413.1192626953125,1319.7481689453125,1618.1925048828125,501.4529113769531,836.1721801757812,901.95849609375,515.3451538085938,938.42138671875,290.1025390625,607.6448364257812
81,60,G#7,G#,118.0,843.1151733398438,335.0243835449219,339.3468322753906,1303.47998046875,491.8040466308594,355.7702331542969,1615.6309814453125,617.0789184570312,760.3966674804688,170.61383056640625,136.21473693847656,235.95347595214844
82,61,G7,G,120.0,2007.6563720703125,1379.22314453125,4414.9599609375,2990.736328125,3208.426513671875,13542.3125,5602.36279296875,14785.7119140625,5107.21337890625,18765.599609375,4162.45556640625,7101.15771484375
