,Measure,Jazz Crimes,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
26,9,A13,A,16.666666666666668,70.18224334716797,93.88190460205078,131.69497680664062,192.66661071777344,162.00978088378906,114.49130249023438,326.8909606933594,372.6048278808594,427.2253723144531,130.13844299316406,123.69768524169922,174.46624755859375
27,9,Bb7,Bb,17.333333333333332,48.34620666503906,46.3573112487793,49.12409591674805,75.2213363647461,150.0071563720703,76.70173645019531,134.9973602294922,73.68016815185547,35.17873001098633,22.912939071655273,42.57455825805664,128.84072875976562
28,10,Eb7(#9),Eb,18.0,77.83830261230469,272.7156066894531,405.2281188964844,178.3888397216797,130.91920471191406,515.0839233398438,488.4598693847656,336.0744323730469,163.5973358154297,180.7646942138672,177.72669982910156,111.43497467041016
29,10,D,D,18.666666666666668,17.94825553894043,56.32313537597656,89.10272979736328,63.99557876586914,128.09986877441406,136.5968017578125,114.7105941772461,47.430789947509766,24.473487854003906,15.005794525146484,19.601804733276367,21.4986629486084
30,10,C#,C#,19.33333333333333,24.64115333557129,79.99568176269531,176.5768585205078,51.27481460571289,60.69358444213867,143.92271423339844,329.22308349609375,86.95693969726562,124.94425201416016,489.8580017089844,99.09436798095703,22.30898094177246
31,11,F#13,F#,20.0,84.07491302490234,225.24598693847656,193.65782165527344,151.73751831054688,336.12042236328125,314.7507019042969,368.7462158203125,81.08158874511719,126.70438385009766,177.00404357910156,225.76597595214844,216.39678955078125
32,11,B7,B,20.666666666666668,74.1377944946289,92.74842071533203,102.78500366210938,336.1966857910156,171.30340576171875,259.2088928222656,470.128662109375,78.13787078857422,32.11739730834961,82.95708465576172,80.23151397705078,240.8779754638672
33,11,D7,D,21.33333333333333,43.40057373046875,27.522247314453125,45.23551940917969,134.2188262939453,57.687744140625,55.12480163574219,144.15435791015625,35.34526824951172,24.478227615356445,66.9935302734375,35.86198043823242,131.20831298828125
34,12,Gmaj7,G,22.0,136.1326446533203,84.13046264648438,104.29278564453125,100.0752944946289,45.71160888671875,84.99703216552734,433.2100830078125,189.3025360107422,61.63758850097656,69.58382415771484,79.69278717041016,248.04638671875
35,12,Bmaj7,B,22.66666666666667,30.611597061157227,53.056583404541016,250.59754943847656,52.05776596069336,18.95494842529297,72.18128204345703,195.7960662841797,53.12595748901367,23.580617904663086,38.849063873291016,30.800500869750977,63.10026931762695
36,12,A,A,23.33333333333333,63.01161575317383,224.8242645263672,221.75848388671875,280.0745849609375,406.5938720703125,137.7727508544922,304.2198486328125,80.66422271728516,127.06829071044922,265.6085205078125,193.6082305908203,168.32174682617188
37,13,Gmaj7,G,24.0,86.52157592773438,171.61602783203125,162.9158477783203,241.5499267578125,317.2466735839844,256.7327575683594,904.4013061523438,386.4466857910156,96.106201171875,84.63558197021484,115.81719970703125,349.2703552246094
38,13,A13,A,25.0,221.45713806152344,298.2107238769531,392.0220642089844,452.14208984375,587.230712890625,415.826171875,1499.1807861328125,717.3223266601562,168.78257751464844,165.6027374267578,241.2085723876953,718.0595703125
39,14,F#,F#,26.0,105.91117095947266,288.7856140136719,142.28932189941406,130.84825134277344,152.3832550048828,166.21292114257812,745.8970336914062,164.1558837890625,63.28242111206055,84.2135238647461,345.5190124511719,237.8532257080078
40,14,G#7,G#,27.0,179.0128631591797,49.74930191040039,71.78742218017578,246.64947509765625,89.23075103759766,65.57539367675781,370.5450439453125,101.41902923583984,36.91696548461914,19.284820556640625,51.96651840209961,62.00436019897461
41,15,F7,F,28.0,403.9971618652344,99.69116973876953,106.37102508544922,527.4741821289062,249.742431640625,240.3393096923828,94.7861557006836,73.57025909423828,60.58378219604492,182.36419677734375,53.61323547363281,83.01972961425781
42,15,Bb7,Bb,29.0,89.30460357666016,60.56991958618164,240.4696807861328,163.2712860107422,117.41455078125,406.027099609375,109.39913177490234,45.016963958740234,102.69213104248047,79.63673400878906,117.38906860351562,39.50379180908203
43,16,F#min7,F#,30.0,43.162906646728516,194.8582305908203,48.77784729003906,84.58564758300781,266.76641845703125,130.0574188232422,137.27789306640625,27.22625160217285,50.11313247680664,105.8282241821289,35.6577262878418,16.49123191833496
44,16,B13,B,30.66666666666667,64.13460540771484,144.05482482910156,95.96671295166016,120.29669952392578,212.9866485595703,129.4761505126953,85.5486068725586,53.43489074707031,114.44103240966797,101.04073333740234,51.81516647338867,42.08661651611328
45,16,G#maj7,G#,31.33333333333333,56.39424514770508,91.79995727539062,42.88432312011719,149.40899658203125,176.33319091796875,82.88251495361328,73.36997985839844,32.46012496948242,65.6217041015625,45.91767501831055,92.94390106201172,104.04505157470703
46,17,Gmaj7,G,32.0,309.7259216308594,133.01937866210938,145.1019744873047,540.4842529296875,253.24853515625,98.8285903930664,215.18255615234375,299.8430480957031,222.6178436279297,53.52450942993164,51.30107498168945,120.10900115966797
47,17,A13,A,33.0,143.47317504882812,168.0242462158203,271.3967590332031,365.3909912109375,700.6681518554688,299.7878723144531,804.3242797851562,401.5869445800781,124.5114517211914,98.48246002197266,153.38316345214844,547.5530395507812
48,18,F#,F#,34.0,110.09380340576172,478.1633605957031,154.83367919921875,63.672210693359375,114.67093658447266,156.8912811279297,734.2678833007812,123.79642486572266,32.230838775634766,75.13056182861328,335.1031799316406,147.89881896972656
49,18,G#7,G#,35.0,342.2998046875,128.47457885742188,122.85395050048828,487.1822204589844,173.7632598876953,173.2887420654297,1011.9338989257812,249.8170928955078,302.7840576171875,77.04386138916016,74.7314224243164,90.85842895507812
50,19,E,E,36.0,136.11683654785156,67.78339385986328,93.42855834960938,307.1863708496094,647.763671875,129.08897399902344,136.6339111328125,113.22339630126953,245.633056640625,57.05373764038086,100.71038055419922,341.5445861816406
51,19,Eb7,Eb,37.0,34.13688659667969,85.509521484375,85.62879180908203,248.9314422607422,137.3397979736328,24.999643325805664,34.80887222290039,131.17393493652344,41.21476364135742,14.907008171081543,51.17184066772461,34.215145111083984
52,20,G#min7,G#,38.0,79.27030181884766,41.39028549194336,108.21244049072266,542.9693603515625,103.91008758544922,120.82955932617188,756.6250610351562,180.21961975097656,289.1932067871094,77.14070129394531,124.0484390258789,434.2178955078125
53,20,C#,C#,39.0,113.1779556274414,359.9525146484375,162.5977020263672,174.7977294921875,206.5585174560547,921.8368530273438,249.8284912109375,58.59867858886719,197.108154296875,112.42971801757812,47.90447998046875,90.74530029296875
54,21,Gmaj7,G,40.0,72.5436782836914,107.52568817138672,196.75498962402344,148.89979553222656,78.11034393310547,249.37879943847656,858.0012817382812,381.5831604003906,79.31917572021484,42.46406555175781,99.90972900390625,387.7533264160156
55,21,A13,A,41.0,99.12934112548828,166.1880645751953,275.56292724609375,259.4726257324219,466.1874084472656,312.2291564941406,1114.9429931640625,436.1676330566406,92.52474212646484,80.35974884033203,156.94105529785156,470.1372375488281
56,22,F#,F#,42.0,99.9908447265625,471.7259521484375,159.5850830078125,54.791927337646484,116.82416534423828,168.4076690673828,735.048095703125,120.385009765625,29.83876609802246,75.23982238769531,342.4743957519531,140.30543518066406
57,22,G#7,G#,43.0,342.2607727050781,126.5294418334961,122.29849243164062,485.3849792480469,176.0651397705078,179.77964782714844,1007.4972534179688,242.40850830078125,304.58111572265625,76.5722885131836,72.9343490600586,89.51961517333984
58,23,F7,F,44.0,400.6689147949219,112.61710357666016,137.65635681152344,634.837158203125,269.029541015625,256.3883972167969,148.9583740234375,98.208740234375,71.79631042480469,235.7252960205078,67.7546615600586,87.8863525390625
59,23,Bb7,Bb,45.0,83.72159576416016,63.37363052368164,235.8561553955078,167.6481475830078,111.31180572509766,403.8597412109375,113.5243911743164,35.04599380493164,94.80703735351562,82.79935455322266,121.54097747802734,41.15647506713867
60,24,F#min9,F#,46.0,44.50053405761719,195.29356384277344,51.511112213134766,87.5064926147461,255.3306427001953,131.17857360839844,137.46795654296875,46.27652359008789,120.36461639404297,108.15685272216797,39.30107498168945,15.780327796936035
61,24,B13,B,46.66666666666666,17.62323570251465,53.16975021362305,22.691490173339844,25.960472106933594,99.52632904052734,45.737152099609375,42.56845474243164,19.142911911010742,23.871017456054688,9.554485321044922,5.872053146362305,6.292280673980713
62,24,G#maj7,G#,47.33333333333334,83.41800689697266,138.5438690185547,69.92277526855469,126.387451171875,200.5338134765625,96.38948822021484,121.2497787475586,71.6185073852539,106.51751708984375,83.02982330322266,78.91832733154297,126.87582397460938
63,25,Gmaj7,G,48.0,296.42706298828125,178.9389190673828,234.17247009277344,444.1750183105469,269.0936584472656,167.39756774902344,801.9132690429688,622.076416015625,177.558349609375,81.45659637451172,109.16649627685547,390.5535888671875
64,25,A13,A,49.0,263.63568115234375,307.4589538574219,429.6928405761719,496.7060852050781,585.5646362304688,401.3677062988281,1321.7125244140625,709.4815063476562,194.35888671875,275.429443359375,259.2130126953125,791.6962890625
65,26,F#,F#,50.0,83.06549835205078,263.3662109375,125.65026092529297,98.03451538085938,191.1677703857422,155.94070434570312,670.5228271484375,124.7114028930664,29.200632095336914,72.73735809326172,337.1181640625,231.1512451171875
66,26,G#7,G#,51.0,538.8880615234375,161.41664123535156,205.9263916015625,763.2128295898438,282.7793884277344,298.4772644042969,1296.4490966796875,461.4718322753906,482.5238037109375,117.18487548828125,110.90469360351562,169.4246063232422
67,27,E7,E,52.0,160.31643676757812,129.4981689453125,578.5316772460938,419.7511291503906,699.03564453125,143.84597778320312,196.97142028808594,78.83851623535156,230.20220947265625,49.57497787475586,74.51428985595703,358.4146728515625
68,27,Eb7,Eb,53.0,54.1147346496582,194.07212829589844,130.66114807128906,377.3661193847656,164.00999450683594,32.48257827758789,44.96782302856445,194.6946258544922,53.021236419677734,37.04072952270508,154.74436950683594,49.109134674072266
69,28,G#maj7,G#,54.0,344.0143737792969,105.73270416259766,114.1898193359375,514.3814697265625,159.07711791992188,35.68422317504883,71.23104858398438,352.47119140625,320.3861999511719,75.70507049560547,53.407318115234375,104.3834228515625
70,28,C#7,C#,55.0,165.7305145263672,190.06524658203125,59.53288650512695,134.6865997314453,103.59282684326172,393.1409912109375,129.61595153808594,66.1829833984375,134.1998748779297,202.1962432861328,100.0530014038086,279.64447021484375
71,29,F#7,F#,56.0,979.2214965820312,4005.176025390625,724.4912719726562,1322.3370361328125,6456.37353515625,3413.822265625,3032.541259765625,443.5866394042969,589.9510498046875,724.8859252929688,2735.952880859375,833.2582397460938
72,31,F#7,F#,60.0,84.70533752441406,273.9244079589844,79.75253295898438,139.2198944091797,494.8720703125,277.8554992675781,237.63902282714844,66.3798599243164,66.79548645019531,104.21514129638672,263.22235107421875,140.9334716796875
73,31,A13,A,60.66666666666666,80.30020904541016,121.48452758789062,89.88714599609375,149.4363555908203,257.6118469238281,158.32968139648438,305.0019226074219,123.3387451171875,41.643104553222656,40.31685256958008,93.18801879882812,197.6736602783203
74,31,Bb7,Bb,61.33333333333334,46.137821197509766,57.06260681152344,61.83538818359375,74.6561279296875,198.12489318847656,101.38282012939453,193.51405334472656,82.89936065673828,48.75833511352539,31.817533493041992,55.790618896484375,125.79618072509766
75,32,Eb7(#9),Eb,62.0,16.08892822265625,36.16427993774414,133.41966247558594,38.438411712646484,85.65423583984375,167.3025665283203,102.72897338867188,53.32307815551758,58.7359619140625,60.23670959472656,81.49906158447266,55.71202087402344
76,32,D,D,62.66666666666666,32.256752014160156,113.98493194580078,67.79021453857422,68.87152862548828,61.72456741333008,199.05995178222656,243.2732696533203,109.26250457763672,25.397262573242188,28.679704666137695,124.063720703125,55.307952880859375
77,32,C#,C#,63.33333333333334,98.0601806640625,269.6795959472656,218.00282287597656,75.85907745361328,120.3790054321289,546.94482421875,393.860595703125,177.6555633544922,181.3482666015625,81.00235748291016,42.79310989379883,112.34449005126953
78,33,F#13,F#,64.0,164.5529327392578,305.7968444824219,157.88121032714844,255.4957275390625,525.9312133789062,392.8364562988281,350.8758544921875,132.97337341308594,233.674560546875,156.3767852783203,349.7937316894531,491.6859436035156
79,33,B7,B,64.66666666666667,80.73468780517578,108.67632293701172,80.0601577758789,251.40887451171875,189.3423309326172,128.22511291503906,222.90541076660156,62.53666687011719,63.60092544555664,110.04562377929688,117.22152709960938,234.0216064453125
80,33,D7,D,65.33333333333333,46.03251647949219,40.64344024658203,68.38330841064453,170.74961853027344,93.18478393554688,83.16657257080078,180.5216827392578,39.46905517578125,20.856182098388672,57.24171829223633,38.67446517944336,102.15740203857422
81,34,Gmaj7,G,66.0,194.4039306640625,78.67894744873047,145.2373809814453,111.29438018798828,35.03879928588867,117.89884185791016,507.5661315917969,283.2118835449219,64.95693969726562,80.4141845703125,79.1142807006836,378.7000427246094
82,34,Bmaj7,B,66.66666666666667,50.2432861328125,29.06592559814453,81.30948638916016,173.9178009033203,48.68600082397461,62.6959228515625,239.89125061035156,75.43053436279297,18.478055953979492,39.605194091796875,109.8293685913086,132.48765563964844
83,34,A9,A,67.33333333333333,89.84603881835938,176.07691955566406,106.21066284179688,275.8747863769531,313.0374450683594,114.72992706298828,222.45448303222656,188.78211975097656,102.14916229248047,143.24839782714844,115.47567749023438,243.0138397216797
84,35,F#7,F#,68.0,86.1599349975586,261.188232421875,132.8009796142578,190.45106506347656,452.6009521484375,266.9304504394531,265.8219909667969,113.2733154296875,69.30159759521484,146.97731018066406,259.0362243652344,152.96815490722656
85,35,A13,A,68.66666666666667,85.2400131225586,122.83975219726562,104.0989761352539,175.6729736328125,240.838134765625,157.68296813964844,305.1914978027344,122.05715942382812,45.58112716674805,50.64149856567383,102.47510528564453,216.93601989746094
86,35,Bb7,Bb,69.33333333333333,51.152645111083984,57.77964782714844,62.90892028808594,77.30370330810547,191.24737548828125,101.97986602783203,196.9271697998047,81.50888061523438,48.10255432128906,36.245994567871094,60.6051139831543,148.26754760742188
87,36,Eb7(#9),Eb,70.0,18.08972930908203,34.84334945678711,131.67135620117188,45.04313278198242,90.84503936767578,169.42320251464844,101.54582977294922,51.14457321166992,59.216888427734375,61.35689926147461,80.81737518310547,62.20235061645508
88,36,D,D,70.66666666666667,32.36661911010742,115.6987075805664,71.46056365966797,77.39334869384766,62.98176956176758,198.75169372558594,242.3572540283203,111.38069915771484,27.035310745239258,30.295156478881836,128.06996154785156,57.43061828613281
89,36,C#,C#,71.33333333333333,98.56168365478516,268.8719787597656,219.93756103515625,79.3420639038086,118.76058959960938,546.3554077148438,394.0736389160156,176.7949981689453,182.5697784423828,82.12438201904297,44.03480911254883,112.6216049194336
90,37,F#13,F#,72.0,164.69894409179688,305.0513000488281,164.9977264404297,266.34136962890625,529.67138671875,396.625244140625,352.5507507324219,132.0225830078125,232.5692596435547,156.55128479003906,350.9202575683594,491.5615234375
91,37,B7,B,72.66666666666667,80.4388656616211,108.87549591064453,81.4271469116211,250.21119689941406,186.5986785888672,127.6812973022461,222.6820526123047,62.70164489746094,63.60398864746094,110.55103302001953,117.51492309570312,233.72450256347656
92,37,D7,D,73.33333333333333,45.96382522583008,40.72038650512695,68.62206268310547,171.3621368408203,93.37805938720703,83.20528411865234,180.2427978515625,39.15740203857422,20.68611717224121,57.64827346801758,39.57291793823242,102.44193267822266
93,38,Gmaj7,G,74.0,195.8252716064453,78.50224304199219,145.32049560546875,111.3792953491211,34.97759246826172,117.8260498046875,507.6752624511719,282.10601806640625,63.89369201660156,80.10301971435547,79.02616119384766,379.4666442871094
94,38,Bmaj7,B,74.66666666666667,50.53173828125,29.101036071777344,81.2966079711914,174.09019470214844,48.646942138671875,62.69613265991211,239.8782196044922,75.37906646728516,18.671361923217773,40.00282287597656,110.2804183959961,132.64443969726562
95,38,A9,A,75.33333333333333,89.93301391601562,176.03814697265625,106.1928939819336,275.65618896484375,313.0740966796875,114.72246551513672,222.1942901611328,188.49867248535156,101.97539520263672,143.29425048828125,115.2586441040039,242.96665954589844
96,39,Emin7,E,76.0,201.6368408203125,303.0752868652344,418.7127685546875,285.4786376953125,596.337646484375,145.6375274658203,156.92808532714844,311.1808166503906,95.54161834716797,80.52818298339844,187.876708984375,760.2546997070312
97,39,A13,A,77.0,90.10663604736328,119.8933334350586,143.61961364746094,169.26063537597656,501.5136413574219,135.6442413330078,415.4730529785156,237.929931640625,66.14944458007812,61.95664978027344,95.94451141357422,339.9777526855469
98,40,Ebmin7,Eb,78.0,83.6165542602539,470.4857177734375,229.5312042236328,567.6287841796875,153.0557403564453,149.2716522216797,746.0515747070312,130.4377899169922,32.23324203491211,78.9377212524414,354.8632507324219,95.86148834228516
99,40,G#7,G#,79.0,230.26263427734375,96.34627532958984,107.01923370361328,346.2952575683594,89.30926513671875,61.29018020629883,365.7104187011719,114.3183364868164,90.72341918945312,23.789955139160156,41.59102249145508,55.57499694824219
100,41,F7,F,80.0,424.7142333984375,143.00521850585938,121.31954193115234,533.8508911132812,243.9172821044922,243.42372131347656,101.48947143554688,84.1813735961914,68.85686492919922,197.8609619140625,57.91826248168945,87.4136962890625
101,41,Bb7,Bb,81.0,86.25833129882812,65.18587493896484,242.55284118652344,152.850830078125,105.77266693115234,381.2655334472656,116.30449676513672,41.48507308959961,101.01709747314453,71.09297180175781,118.27685546875,49.59773254394531
102,42,F#min7,F#,82.0,94.16329956054688,458.933837890625,105.62299346923828,155.6471405029297,540.6171875,262.8457336425781,273.2140197753906,51.87166213989258,106.88516235351562,241.3313751220703,71.6977310180664,33.9567985534668
103,42,B7,B,83.0,55.103515625,82.75487518310547,99.18319702148438,409.72509765625,149.5653076171875,112.64641571044922,446.8681640625,88.99275970458984,25.52479362487793,91.58383178710938,67.97505187988281,179.2023468017578
104,43,Emin9,E,84.0,88.7979507446289,74.73176574707031,214.72544860839844,266.48992919921875,319.96624755859375,172.80743408203125,839.0618286132812,399.4305419921875,102.93063354492188,78.47250366210938,121.93948364257812,470.3076171875
105,43,A13,A,85.0,78.97901153564453,99.91726684570312,105.95425415039062,117.94176483154297,297.5877990722656,116.07766723632812,442.6012878417969,210.54469299316406,53.63381576538086,59.6079216003418,83.62873077392578,277.5953063964844
106,44,Ebmin7,Eb,86.0,77.77375030517578,442.1419677734375,220.3369140625,561.2782592773438,138.64678955078125,148.72418212890625,746.6887817382812,127.62235260009766,33.7470817565918,78.18045806884766,363.4337158203125,103.8560562133789
107,44,G#7,G#,87.0,223.0999755859375,83.3388442993164,98.56451416015625,342.3249206542969,94.7220458984375,66.32295989990234,365.7522888183594,111.26140594482422,89.71063995361328,22.50523567199707,40.032283782958984,53.98344421386719
108,45,C#min7,C#,88.0,199.85292053222656,394.3002624511719,109.94603729248047,187.43621826171875,647.3895874023438,160.2458953857422,71.43256378173828,67.90087127685547,236.00462341308594,47.35845947265625,97.49148559570312,464.7241516113281
109,45,F#13,F#,89.0,100.84404754638672,216.7962188720703,62.16935729980469,126.3514404296875,389.2940979003906,160.77894592285156,240.12689208984375,67.12435150146484,139.30081176757812,62.45295333862305,154.11244201660156,236.1916961669922
110,46,G#min7,G#,90.0,91.31092071533203,88.63378143310547,122.9401626586914,528.2483520507812,171.73191833496094,158.11061096191406,881.402099609375,194.06512451171875,296.14288330078125,70.4676742553711,111.98470306396484,438.619384765625
111,46,C#7,C#,91.0,617.8817749023438,1636.3221435546875,470.1219482421875,1241.19189453125,1031.865966796875,4119.27734375,1273.3411865234375,379.8922119140625,887.7632446289062,205.82196044921875,266.0777587890625,1332.189697265625
